timestamp;buyer;seller;symbol;currency;price;quantity
0;Paris;Camilla;BERRIES;SEASHELLS;4003.0;6
100;Paris;Camilla;PEARLS;SEASHELLS;10002.0;1
100;Camilla;Paris;DIVING_GEAR;SEASHELLS;99999.0;1
300;Charlie;Pablo;PEARLS;SEASHELLS;9998.0;2
300;Charlie;Paris;PEARLS;SEASHELLS;9998.0;1
400;Penelope;Charlie;BANANAS;SEASHELLS;4899.0;9
500;Paris;Charlie;BANANAS;SEASHELLS;4899.0;1
500;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
500;Paris;Caesar;PEARLS;SEASHELLS;10004.0;1
700;Camilla;Penelope;BERRIES;SEASHELLS;3997.0;11
1200;Peter;Caesar;COCONUTS;SEASHELLS;8114.0;10
1400;Caesar;Paris;BANANAS;SEASHELLS;4891.0;1
1500;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
1500;Paris;Charlie;BANANAS;SEASHELLS;4896.0;1
1700;Penelope;Charlie;PEARLS;SEASHELLS;10005.0;6
2200;Gary;Charlie;BANANAS;SEASHELLS;4896.0;16
2400;Pablo;Charlie;BANANAS;SEASHELLS;4894.0;3
2500;Charlie;Pablo;BANANAS;SEASHELLS;4891.0;5
2700;Camilla;Pablo;PEARLS;SEASHELLS;9998.0;5
2800;Paris;Charlie;BANANAS;SEASHELLS;4895.0;1
2800;Penelope;Camilla;BERRIES;SEASHELLS;4004.0;14
2900;Gina;Paris;PEARLS;SEASHELLS;9998.0;1
3100;Charlie;Paris;BANANAS;SEASHELLS;4891.0;1
3300;Caesar;Gary;PEARLS;SEASHELLS;9996.0;2
3300;Penelope;Gary;PEARLS;SEASHELLS;9996.0;2
3700;Paris;Camilla;BANANAS;SEASHELLS;4897.0;1
4000;Caesar;Caesar;COCONUTS;SEASHELLS;8103.0;48
4200;Caesar;Gina;BANANAS;SEASHELLS;4893.0;2
4200;Charlie;Gina;BANANAS;SEASHELLS;4893.0;10
4300;Camilla;Gary;BERRIES;SEASHELLS;3998.0;10
4300;Charlie;Penelope;PEARLS;SEASHELLS;9996.0;1
4300;Charlie;Paris;PEARLS;SEASHELLS;9995.0;1
4300;Charlie;Paris;BANANAS;SEASHELLS;4892.0;1
4300;Caesar;Penelope;PEARLS;SEASHELLS;9996.0;2
4400;Caesar;Paris;BANANAS;SEASHELLS;4893.0;1
4400;Charlie;Paris;PEARLS;SEASHELLS;9998.0;1
4700;Charlie;Gina;BANANAS;SEASHELLS;4893.0;8
4700;Camilla;Gina;BANANAS;SEASHELLS;4893.0;4
4800;Paris;Charlie;BANANAS;SEASHELLS;4898.0;1
4800;Pablo;Charlie;PEARLS;SEASHELLS;10002.0;3
4900;Charlie;Pablo;PEARLS;SEASHELLS;9998.0;4
4900;Paris;Pablo;PEARLS;SEASHELLS;9998.0;1
5100;Camilla;Pablo;BANANAS;SEASHELLS;4894.0;2
5100;Paris;Pablo;BANANAS;SEASHELLS;4894.0;1
5400;Camilla;Olivia;BERRIES;SEASHELLS;4000.0;17
6200;Charlie;Gina;BANANAS;SEASHELLS;4895.0;12
6200;Caesar;Gina;BANANAS;SEASHELLS;4895.0;1
6300;Penelope;Charlie;BANANAS;SEASHELLS;4901.0;6
6300;Caesar;Caesar;COCONUTS;SEASHELLS;8099.0;52
6300;Charlie;Paris;BANANAS;SEASHELLS;4894.0;1
6300;Pablo;Peter;BERRIES;SEASHELLS;4003.0;1
6600;Gary;Charlie;BANANAS;SEASHELLS;4901.0;18
6700;Pablo;Charlie;PEARLS;SEASHELLS;10002.0;4
6800;Camilla;Gary;PEARLS;SEASHELLS;9998.0;1
6800;Caesar;Paris;PEARLS;SEASHELLS;9996.0;1
6800;Charlie;Paris;PEARLS;SEASHELLS;9996.0;1
6800;Camilla;Paris;BANANAS;SEASHELLS;4894.0;1
6800;Charlie;Paris;BANANAS;SEASHELLS;4894.0;1
6900;Paris;Charlie;DIVING_GEAR;SEASHELLS;99913.0;2
7200;Paris;Caesar;PEARLS;SEASHELLS;10004.0;1
7200;Paris;Caesar;BANANAS;SEASHELLS;4899.0;1
7300;Camilla;Paris;BERRIES;SEASHELLS;3999.0;5
7400;Charlie;Paris;DIVING_GEAR;SEASHELLS;99893.0;2
7400;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
7600;Caesar;Penelope;BANANAS;SEASHELLS;4895.0;2
7700;Paris;Charlie;BANANAS;SEASHELLS;4900.0;1
7700;Paris;Charlie;BANANAS;SEASHELLS;4901.0;1
7700;Paris;Charlie;PEARLS;SEASHELLS;10005.0;1
7800;Paris;Charlie;BANANAS;SEASHELLS;4900.0;1
7900;Paris;Camilla;BANANAS;SEASHELLS;4900.0;1
7900;Paris;Camilla;PEARLS;SEASHELLS;10002.0;1
8200;Pablo;Camilla;BANANAS;SEASHELLS;4901.0;2
8200;Charlie;Pablo;PEARLS;SEASHELLS;9998.0;1
8300;Penelope;Camilla;BERRIES;SEASHELLS;4004.0;15
8400;Charlie;Paris;DIVING_GEAR;SEASHELLS;99906.0;2
8600;Camilla;Camilla;DIVING_GEAR;SEASHELLS;99898.0;2
8700;Charlie;Pablo;BANANAS;SEASHELLS;4898.0;1
8900;Pablo;Charlie;PEARLS;SEASHELLS;10002.0;5
9600;Charlie;Paris;BANANAS;SEASHELLS;4896.0;1
10300;Paris;Caesar;PEARLS;SEASHELLS;10004.0;2
10300;Paris;Pablo;BANANAS;SEASHELLS;4896.0;2
10500;Paris;Charlie;DIVING_GEAR;SEASHELLS;99894.0;1
10600;Charlie;Paris;PEARLS;SEASHELLS;9998.0;1
10600;Charlie;Pablo;PEARLS;SEASHELLS;9998.0;1
10800;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
10800;Camilla;Paris;BANANAS;SEASHELLS;4895.0;1
11100;Caesar;Penelope;PEARLS;SEASHELLS;9996.0;2
11200;Charlie;Pablo;PINA_COLADAS;SEASHELLS;15174.0;8
11300;Pablo;Charlie;BANANAS;SEASHELLS;4898.0;1
11400;Camilla;Paris;PEARLS;SEASHELLS;9998.0;1
11900;Camilla;Penelope;BERRIES;SEASHELLS;3993.0;10
12000;Caesar;Caesar;PINA_COLADAS;SEASHELLS;15171.0;27
12000;Caesar;Caesar;PINA_COLADAS;SEASHELLS;15171.0;11
12100;Paris;Camilla;PEARLS;SEASHELLS;10002.0;1
12300;Paris;Camilla;BERRIES;SEASHELLS;4001.0;5
12300;Paris;Caesar;PEARLS;SEASHELLS;10002.0;1
12500;Pablo;Charlie;PEARLS;SEASHELLS;10002.0;5
12900;Peter;Caesar;COCONUTS;SEASHELLS;8084.0;10
13700;Caesar;Paris;PEARLS;SEASHELLS;9998.0;1
14000;Paris;Paris;BANANAS;SEASHELLS;4899.0;1
14000;Caesar;Paris;PEARLS;SEASHELLS;9996.0;1
14300;Caesar;Paris;BANANAS;SEASHELLS;4894.0;1
14500;Charlie;Paris;BANANAS;SEASHELLS;4894.0;1
14800;Caesar;Paris;BANANAS;SEASHELLS;4894.0;1
14800;Camilla;Paris;DIVING_GEAR;SEASHELLS;99843.0;3
15000;Camilla;Camilla;DIVING_GEAR;SEASHELLS;99849.0;3
15100;Paris;Charlie;BANANAS;SEASHELLS;4899.0;1
15100;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
15400;Paris;Camilla;BANANAS;SEASHELLS;4898.0;1
15400;Paris;Camilla;PEARLS;SEASHELLS;10002.0;1
15500;Peter;Charlie;PINA_COLADAS;SEASHELLS;15163.0;3
15800;Camilla;Pablo;PEARLS;SEASHELLS;9998.0;4
16000;Charlie;Penelope;BANANAS;SEASHELLS;4892.0;10
16300;Camilla;Paris;DIVING_GEAR;SEASHELLS;99832.0;3
16700;Charlie;Paris;BANANAS;SEASHELLS;4893.0;1
16800;Paris;Camilla;PEARLS;SEASHELLS;10002.0;2
16800;Paris;Camilla;BANANAS;SEASHELLS;4898.0;2
17100;Camilla;Paris;BANANAS;SEASHELLS;4894.0;1
17300;Penelope;Pablo;BANANAS;SEASHELLS;4895.0;2
17300;Charlie;Paris;PEARLS;SEASHELLS;9998.0;1
17800;Paris;Charlie;DIVING_GEAR;SEASHELLS;99798.0;3
18200;Camilla;Camilla;DIVING_GEAR;SEASHELLS;99793.0;3
18600;Paris;Camilla;PEARLS;SEASHELLS;10002.0;1
18900;Paris;Caesar;PEARLS;SEASHELLS;10004.0;1
18900;Paris;Charlie;BANANAS;SEASHELLS;4901.0;2
19000;Charlie;Paris;BANANAS;SEASHELLS;4894.0;1
19600;Caesar;Caesar;PINA_COLADAS;SEASHELLS;15178.0;11
19600;Caesar;Caesar;PINA_COLADAS;SEASHELLS;15178.0;29
19600;Paris;Charlie;DIVING_GEAR;SEASHELLS;99816.0;3
19700;Paris;Camilla;BERRIES;SEASHELLS;3996.0;4
20100;Camilla;Paris;PEARLS;SEASHELLS;9998.0;1
20300;Paris;Camilla;DIVING_GEAR;SEASHELLS;99834.0;2
20300;Charlie;Penelope;BANANAS;SEASHELLS;4893.0;10
20600;Paris;Charlie;BANANAS;SEASHELLS;4899.0;1
20600;Paris;Caesar;PEARLS;SEASHELLS;10004.0;1
20800;Paris;Charlie;BANANAS;SEASHELLS;4896.0;1
20900;Penelope;Caesar;PEARLS;SEASHELLS;10004.0;1
21100;Charlie;Pablo;COCONUTS;SEASHELLS;8092.0;29
21100;Camilla;Paris;BANANAS;SEASHELLS;4891.0;1
21100;Caesar;Paris;BANANAS;SEASHELLS;4891.0;1
