day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;0;PINA_COLADAS;15013;34;15012;54;;;15016;88;;;;;15014.5;0.0
1;0;BANANAS;4871;9;4870;23;;;4877;23;;;;;4874.0;0.0
1;0;COCONUTS;8003;200;;;;;8006;200;;;;;8004.5;0.0
1;0;PEARLS;9998;9;9995;23;;;10005;23;;;;;10001.5;0.0
1;100;BANANAS;4875;1;4871;4;4870;22;4877;22;;;;;4876.0;0.0
1;100;COCONUTS;8003;44;8002;104;;;8005;148;;;;;8004.0;0.0
1;100;PINA_COLADAS;15012;35;15011;29;15010;52;15013;29;15014;52;;;15012.5;0.0
1;100;PEARLS;10002;1;10000;2;9998;4;10004;1;10005;21;;;10003.0;0.0
1;200;BANANAS;4870;22;;;;;4876;22;;;;;4873.0;1.96630859375
1;200;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;2.0
1;200;COCONUTS;8003;195;;;;;8005;62;8006;133;;;8004.0;0.0
1;200;PINA_COLADAS;15015;35;15014;74;;;15018;109;;;;;15016.5;0.0
1;300;BANANAS;4873;1;4868;26;;;4875;26;;;;;4874.0;8.0634765625
1;300;PINA_COLADAS;15014;94;;;;;15017;94;;;;;15015.5;0.0
1;300;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;6.0
1;300;COCONUTS;8004;51;8003;149;;;8006;200;;;;;8005.0;0.0
1;400;PINA_COLADAS;15012;111;;;;;15015;111;;;;;15013.5;0.0
1;400;BANANAS;4870;8;4869;28;;;4871;5;4875;28;;;4870.5;8.017578125
1;400;PEARLS;9998;8;9996;2;9995;26;10004;2;10005;26;;;10001.0;6.0
1;400;COCONUTS;8002;166;;;;;8005;166;;;;;8003.5;0.0
1;500;BANANAS;4874;1;4870;8;4869;24;4875;1;4876;23;;;4874.5;2.046875
1;500;PINA_COLADAS;15008;86;;;;;15011;36;15012;50;;;15009.5;0.0
1;500;PEARLS;9998;8;9996;1;9995;23;10004;1;10005;23;;;10001.0;6.0
1;500;COCONUTS;8001;156;;;;;8004;156;;;;;8002.5;0.0
1;600;BANANAS;4868;30;;;;;4875;30;;;;;4871.5;8.20703125
1;600;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;6.0
1;600;COCONUTS;8000;206;;;;;8002;65;8003;141;;;8001.0;0.0
1;600;PINA_COLADAS;15006;100;;;;;15009;100;;;;;15007.5;0.0
1;700;BANANAS;4868;23;;;;;4869;1;4875;23;;;4868.5;9.2109375
1;700;PINA_COLADAS;15007;89;;;;;15010;89;;;;;15008.5;0.0
1;700;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;6.0
1;700;COCONUTS;8000;108;7999;125;;;8002;190;;;;;8001.0;0.0
1;800;PINA_COLADAS;15009;22;15008;54;;;15011;22;15012;54;;;15010.0;0.0
1;800;PEARLS;9996;1;9995;24;;;10000;3;10004;1;10005;24;9998.0;6.0
1;800;COCONUTS;7999;162;;;;;8002;162;;;;;8000.5;0.0
1;800;BANANAS;4871;1;4869;1;4868;24;4875;25;;;;;4873.0;5.8515625
1;900;BANANAS;4869;1;4868;20;;;4875;21;;;;;4872.0;7.0234375
1;900;PINA_COLADAS;15005;102;;;;;15008;35;15009;67;;;15006.5;0.0
1;900;PEARLS;9996;1;9995;20;;;9998;11;10004;1;10005;20;9997.0;2.0
1;900;COCONUTS;7999;72;7998;116;;;8001;188;;;;;8000.0;0.0
1;1000;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;2.0
1;1000;COCONUTS;7999;178;;;;;8002;178;;;;;8000.5;0.0
1;1000;BANANAS;4868;31;;;;;4875;31;;;;;4871.5;9.5625
1;1000;PINA_COLADAS;15007;30;15006;65;;;15009;30;15010;65;;;15008.0;0.0
1;1100;BANANAS;4868;22;;;;;4873;6;4875;22;;;4870.5;43.8828125
1;1100;PEARLS;9996;1;9995;21;;;10002;6;10004;1;10005;21;9999.0;2.0
1;1100;COCONUTS;7999;158;;;;;8002;158;;;;;8000.5;0.0
1;1100;PINA_COLADAS;15004;25;15003;75;;;15006;25;15007;75;;;15005.0;0.0
1;1200;PINA_COLADAS;15003;91;;;;;15006;91;;;;;15004.5;0.0
1;1200;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;2.0
1;1200;COCONUTS;8000;175;;;;;8003;175;;;;;8001.5;0.0
1;1200;BANANAS;4868;22;;;;;4874;1;4875;22;;;4871.0;46.328125
1;1300;BANANAS;4867;25;;;;;4874;25;;;;;4870.5;53.234375
1;1300;COCONUTS;7998;164;;;;;8001;164;;;;;7999.5;0.0
1;1300;PEARLS;10002;1;9995;25;;;10005;25;;;;;10003.5;2.0
1;1300;PINA_COLADAS;14998;89;;;;;15001;89;;;;;14999.5;0.0
1;1400;COCONUTS;7997;194;;;;;8000;194;;;;;7998.5;0.0
1;1400;PEARLS;9995;23;;;;;10000;6;10005;23;;;9997.5;4.0
1;1400;BANANAS;4868;23;;;;;4875;23;;;;;4871.5;32.3984375
1;1400;PINA_COLADAS;14997;27;14996;62;;;14999;27;15000;62;;;14998.0;0.0
1;1500;BANANAS;4874;1;4869;21;;;4875;21;;;;;4874.5;30.84375
1;1500;COCONUTS;7997;178;;;;;7999;74;8000;104;;;7998.0;0.0
1;1500;PEARLS;9996;1;9995;20;;;9998;4;10004;1;10005;20;9997.0;4.0
1;1500;PINA_COLADAS;14997;108;;;;;15000;108;;;;;14998.5;0.0
1;1600;PINA_COLADAS;15000;21;14999;58;;;15002;21;15003;58;;;15001.0;0.0
1;1600;COCONUTS;7997;172;;;;;8000;172;;;;;7998.5;0.0
1;1600;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;-4.0
1;1600;BANANAS;4869;2;4868;28;;;4875;30;;;;;4872.0;37.0390625
1;1700;BANANAS;4868;28;;;;;4870;2;4875;28;;;4869.0;43.6328125
