day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;0;PEARLS;9998;1;9995;30;;;10005;30;;;;;10001.5;0.0
0;0;BANANAS;4893;1;4892;30;;;4899;30;;;;;4896.0;0.0
0;100;PEARLS;9996;1;9995;30;;;10002;6;10004;1;10005;30;9999.0;2.0
0;100;BANANAS;4892;31;;;;;4896;7;4898;31;;;4894.0;0.0
0;200;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;2.0
0;200;BANANAS;4892;22;;;;;4899;22;;;;;4895.5;0.0
0;300;PEARLS;9996;2;9995;23;;;9998;3;10004;2;10005;23;9997.0;2.0
0;300;BANANAS;4893;25;;;;;4899;2;4900;23;;;4896.0;0.0
0;400;PEARLS;9998;5;9996;2;9995;23;10004;2;10005;23;;;10001.0;-4.0
0;400;BANANAS;4894;5;4893;25;;;4899;25;;;;;4896.5;0.0
0;500;PEARLS;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;-4.0
0;500;BANANAS;4893;24;;;;;4899;24;;;;;4896.0;27.28125
0;600;PEARLS;9996;2;9995;24;;;10002;9;10004;2;10005;24;9999.0;2.0
0;600;BANANAS;4892;26;;;;;4897;9;4899;26;;;4894.5;35.04296875
0;700;PEARLS;9998;7;9995;27;;;10005;27;;;;;10001.5;2.0
0;700;BANANAS;4892;7;4891;27;;;4898;27;;;;;4895.0;42.83203125
0;800;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;2.0
0;800;BANANAS;4891;26;;;;;4898;26;;;;;4894.5;45.484375
0;900;BANANAS;4892;2;4891;27;;;4898;29;;;;;4895.0;41.75390625
0;900;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;2.0
0;1000;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;2.0
0;1000;BANANAS;4891;28;;;;;4897;2;4898;26;;;4894.0;47.8828125
0;1100;BANANAS;4891;25;;;;;4898;25;;;;;4894.5;46.28515625
0;1100;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;2.0
0;1200;PEARLS;9998;9;9996;2;9995;28;10004;2;10005;28;;;10001.0;2.0
0;1200;BANANAS;4892;9;4891;30;;;4898;30;;;;;4895.0;45.55078125
0;1300;BANANAS;4891;1;4890;27;;;4892;4;4897;28;;;4891.5;51.4140625
0;1300;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;2.0
0;1400;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;2.0
0;1400;BANANAS;4891;1;4890;24;;;4897;26;;;;;4894.0;48.6015625
0;1500;BANANAS;4896;1;4891;2;4890;20;4897;22;;;;;4896.5;48.234375
0;1500;PEARLS;10002;1;9996;2;9995;20;10004;2;10005;20;;;10003.0;2.0
0;1600;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;4.0
0;1600;BANANAS;4891;23;;;;;4897;23;;;;;4894.0;49.734375
0;1700;BANANAS;4890;27;;;;;4893;2;4897;27;;;4891.5;51.3046875
