timestamp;buyer;seller;symbol;currency;price;quantity
0;Paris;Charlie;BANANAS;SEASHELLS;5003.0;1
0;Paris;Penelope;PEARLS;SEASHELLS;9996.0;1
0;Caesar;Penelope;PEARLS;SEASHELLS;9996.0;1
1100;Camilla;Paris;BANANAS;SEASHELLS;4998.0;1
1300;Charlie;Penelope;BANANAS;SEASHELLS;5000.0;4
1300;Caesar;Penelope;BANANAS;SEASHELLS;5000.0;3
1400;Charlie;Penelope;BANANAS;SEASHELLS;4997.0;10
1500;Paris;Charlie;BANANAS;SEASHELLS;5004.0;1
1500;Paris;Caesar;PEARLS;SEASHELLS;10004.0;1
1800;Paris;Charlie;BANANAS;SEASHELLS;5003.0;1
2000;Paris;Charlie;BANANAS;SEASHELLS;5002.0;1
2500;Charlie;Paris;PEARLS;SEASHELLS;9998.0;1
3200;Charlie;Paris;BANANAS;SEASHELLS;4996.0;1
3200;Caesar;Paris;PEARLS;SEASHELLS;9996.0;1
3300;Charlie;Paris;PEARLS;SEASHELLS;9995.0;2
3300;Charlie;Paris;BANANAS;SEASHELLS;4996.0;2
3600;Penelope;Charlie;PEARLS;SEASHELLS;10005.0;6
3900;Paris;Charlie;BANANAS;SEASHELLS;5002.0;1
4000;Camilla;Pablo;PEARLS;SEASHELLS;9998.0;1
4200;Camilla;Paris;BANANAS;SEASHELLS;4996.0;1
4200;Penelope;Caesar;PEARLS;SEASHELLS;10004.0;2
4200;Penelope;Charlie;PEARLS;SEASHELLS;10004.0;1
6400;Charlie;Paris;BANANAS;SEASHELLS;4995.0;1
6600;Caesar;Paris;BANANAS;SEASHELLS;4995.0;1
6700;Camilla;Paris;PEARLS;SEASHELLS;9998.0;2
6700;Camilla;Paris;BANANAS;SEASHELLS;4996.0;2
6900;Pablo;Charlie;BANANAS;SEASHELLS;4999.0;1
6900;Pablo;Camilla;BANANAS;SEASHELLS;4999.0;1
7300;Caesar;Paris;BANANAS;SEASHELLS;4995.0;1
7400;Paris;Camilla;BANANAS;SEASHELLS;5000.0;1
7400;Paris;Pablo;BANANAS;SEASHELLS;4996.0;1
7400;Paris;Camilla;PEARLS;SEASHELLS;10002.0;1
7500;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
8200;Paris;Camilla;BANANAS;SEASHELLS;5000.0;1
8600;Paris;Camilla;BANANAS;SEASHELLS;4999.0;1
